cutoff,9,,,,,,,,,,,,,,,,,
Database,TandemPV,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Activity,"hydrogen production, electrolysis, 25 bar, domestic, EP2050",,,,,,,,,,,,,,,,,
scSi_cell_APAC,1,TandemPV,APAC,square meter,,production,,,,"Silicon PV cell, single-Si, at plant"
"heat production, natural gas, at industrial furnace low-NOx >100kW",0.0608,ei 3.8 cutoff,Europe without Switzerland,megajoule,,technosphere,,"natural gas, burned in industrial furnace low-NOx >100kW, RER",,"heat, district or industrial, natural gas"
"lime production, hydrated, packed",0.0151,ei 3.8 cutoff,CH,kilogram,,technosphere,,"lime, hydrated, packed, at plant, CH",,"lime, hydrated, packed"
"market for ammonia, anhydrous, liquid",0.0219,ei 3.8 cutoff,RER,kilogram,,technosphere,,"ammonia, liquid, at regional storehouse, RER",,"ammonia, anhydrous, liquid"
"market for electricity, medium voltage",17.7,ei 3.8 cutoff,KR,kilowatt hour,,technosphere,,"electricity, medium voltage, at grid, KR",,"electricity, medium voltage"
"market for hydrochloric acid, without water, in 30% solution state",0.000629,ei 3.8 cutoff,RER,kilogram,,technosphere,,"hydrochloric acid, 30% in H2O, at plant, RER",,"hydrochloric acid, without water, in 30% solution state"
market for hydrogen fluoride,0.000645,ei 3.8 cutoff,RER,kilogram,,technosphere,,"hydrogen fluoride, at plant, GLO",,hydrogen fluoride
market for isopropanol,0.177,ei 3.8 cutoff,RER,kilogram,,technosphere,,"isopropanol, at plant, RER",,isopropanol
"market for metallization paste, back side",0.00111,ei 3.8 cutoff,RER,kilogram,,technosphere,,"metallization paste, back side, at plant, RER",,"metallization paste, back side"
"market for metallization paste, back side, aluminium",0.0554,ei 3.8 cutoff,RER,kilogram,,technosphere,,"metallization paste, back side, aluminium, at plant, RER",,"metallization paste, back side, aluminium"
"market for metallization paste, front side",0.00337,ei 3.8 cutoff,RER,kilogram,,technosphere,,"metallization paste, front side, at plant, RER",,"metallization paste, front side"
"market for nitrogen, liquid",1.15,ei 3.8 cutoff,RER,kilogram,,technosphere,,"nitrogen, liquid, at plant, RER",,"nitrogen, liquid"
market for phosphorus oxychloride,0.0133,ei 3.8 cutoff,RER,kilogram,,technosphere,,"phosphoryl chloride, at plant, RER",,phosphorus oxychloride
market for silicon tetrahydride,0.00291,ei 3.8 cutoff,GLO,kilogram,,technosphere,,"silane, at plant, RER",,silicon tetrahydride
"market for sodium hydroxide, without water, in 50% solution state",0.604,ei 3.8 cutoff,GLO,kilogram,,technosphere,,"sodium hydroxide, 50% in H2O, production mix, at plant, RER",,"sodium hydroxide, without water, in 50% solution state"
market for tap water,171,ei 3.8 cutoff,RoW,kilogram,,technosphere,,"tap water, water balance according to MoeK 2013, at user, KR",,tap water
"market for transport, freight, lorry, unspecified",0.274,ei 3.8 cutoff,RER,ton kilometer,,technosphere,,"transport, freight, lorry, fleet average, RER",,"transport, freight, lorry, unspecified"
"market group for transport, freight train",1.52,ei 3.8 cutoff,RER,ton kilometer,,technosphere,,"transport, freight, rail, RER",,"transport, freight train"
photovoltaic cell factory construction,0.0000004,ei 3.8 cutoff,DE,unit,,technosphere,,"photovoltaic cell factory, DE",,photovoltaic cell factory
refrigerant R134a production,0.0000312,ei 3.8 cutoff,RER,kilogram,,technosphere,,"refrigerant R134a, at plant, RER",,refrigerant R134a
scSi_wafer_mix_APAC,1.03,TandemPV,APAC,square meter,,technosphere,,"single-Si wafer, photovoltaics, at regional storage, APAC",,"Single-Si wafer, photovoltaic"
"treatment of spent solvent mixture, hazardous waste incineration",-0.172,ei 3.8 cutoff,CH,kilogram,,technosphere,,"disposal, solvents mixture, 16.5% water, to hazardous waste incineration, CH",,spent solvent mixture
"treatment of waste, from silicon wafer production, inorganic, residual material landfill",-2.33,ei 3.8 cutoff,CH,kilogram,,technosphere,,"disposal, waste, Si waferprod., inorg, 9.4% water, to residual material landfill, CH",,"waste, from silicon wafer production, inorganic"
"treatment of wastewater from wafer fabrication, capacity 1.1E10l/year",-0.154,ei 3.8 cutoff,CH,cubic meter,,technosphere,,"treatment, PV cell production effluent, to wastewater treatment, class 3, CH",,wastewater from wafer fabrication
,,,,,,,,,,
Activity,scSi_cell_CN,,,,,,,,,
code,261c0e628e7b4ae3abb8dcb54039ac3d_copy1,,,,,,,,,
comment,"Dataset is based on Table 16 of (Frischknecht et al. 2020). Names for inventory items listed by the original source are provided in the comments. Exact names of ecoinvent dataset for inventory items were not provided in the original source. Datasets from ecoinvent were therefore selected that provide a close as possible match to the name of the listed inventory item. Avoided burdens of electricity and heat from incineration of waste solvent are included in this dataset, using yields in MJ/kg solvent incinerated, which were obtained from the ecoinvent dataset for treatment of spent solvent mixture through hazardous waste incineration in Switzerland.- Frischknecht, R., Stolz, P., Krebs, L., de Wild-Scholten, M., & Sinha, P. (2020). Life Cycle Inventories and Life Cycle Assessments of Photovoltaic Systems. https://iea-pvps.org/wp-content/uploads/2020/12/IEA-PVPS-LCI-report-2020.pdf [Accessed 2022-05-11]",,,,,,,,,
location,CN,,,,,,,,,
reference product,"Silicon PV cell, single-Si, at plant",,,,,,,,,
type,process,,,,,,,,,
unit,square meter,,,,,,,,,
Parameters,scSi_cell_CN_ec79be31d2e32973fb5c3e08e8437686,,,,,,,,,
name,amount,formula,code,database,,,,,,
scSi_cell_CN_1,1,,261c0e628e7b4ae3abb8dcb54039ac3d_copy1,TandemPV,,,,,,
,,,,,,,,,,
Exchanges,,,,,,,,,,
name,amount,database,location,unit,categories,type,formula,comment,original_amount,reference product
2-Propanol,0.0147,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,
Acetaldehyde,0.000633,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,
Aluminium,0.00000773,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,
Ammonia,0.0000373,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,
"Carbon dioxide, fossil",0.167,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,
Chlorine,0.000046,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,
"Ethane, 1,1,1,2-tetrafluoro-, HFC-134a",0.0000312,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,
"Heat, waste",51.8,biosphere3,,megajoule,air::urban air close to ground,biosphere,,,,
Hydrogen,0.011,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,
Hydrogen fluoride,0.000138,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,
Lead,0.00000773,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,
"NMVOC, non-methane volatile organic compounds, unspecified origin",0.0126,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,
Silicon,3.17E-08,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,
Silicon,0.000333,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,
Silicon,0.00263,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,
Silver,0.00000773,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,
Tin,0.00000773,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,
Water,0.0171,biosphere3,,cubic meter,air::urban air close to ground,biosphere,17.1 * kg_to_m3,Converted from kg to m3,0,
scSi_cell_CN,1,TandemPV,CN,square meter,,production,,,,"Silicon PV cell, single-Si, at plant"
"heat production, natural gas, at industrial furnace low-NOx >100kW",0.0608,ei 3.8 cutoff,Europe without Switzerland,megajoule,,technosphere,,"natural gas, burned in industrial furnace low-NOx >100kW, RER",,"heat, district or industrial, natural gas"
"lime production, hydrated, packed",0.0151,ei 3.8 cutoff,CH,kilogram,,technosphere,,"lime, hydrated, packed, at plant, CH",,"lime, hydrated, packed"
"market for ammonia, anhydrous, liquid",0.0219,ei 3.8 cutoff,RER,kilogram,,technosphere,,"ammonia, liquid, at regional storehouse, RER",,"ammonia, anhydrous, liquid"
"market for hydrochloric acid, without water, in 30% solution state",0.000629,ei 3.8 cutoff,RER,kilogram,,technosphere,,"hydrochloric acid, 30% in H2O, at plant, RER",,"hydrochloric acid, without water, in 30% solution state"
market for hydrogen fluoride,0.000645,ei 3.8 cutoff,RER,kilogram,,technosphere,,"hydrogen fluoride, at plant, GLO",,hydrogen fluoride
market for isopropanol,0.177,ei 3.8 cutoff,RER,kilogram,,technosphere,,"isopropanol, at plant, RER",,isopropanol
"market for metallization paste, back side",0.00111,ei 3.8 cutoff,RER,kilogram,,technosphere,,"metallization paste, back side, at plant, RER",,"metallization paste, back side"
"market for metallization paste, back side, aluminium",0.0554,ei 3.8 cutoff,RER,kilogram,,technosphere,,"metallization paste, back side, aluminium, at plant, RER",,"metallization paste, back side, aluminium"
"market for metallization paste, front side",0.00337,ei 3.8 cutoff,RER,kilogram,,technosphere,,"metallization paste, front side, at plant, RER",,"metallization paste, front side"
"market for nitrogen, liquid",1.15,ei 3.8 cutoff,RER,kilogram,,technosphere,,"nitrogen, liquid, at plant, RER",,"nitrogen, liquid"
market for phosphorus oxychloride,0.0133,ei 3.8 cutoff,RER,kilogram,,technosphere,,"phosphoryl chloride, at plant, RER",,phosphorus oxychloride
market for silicon tetrahydride,0.00291,ei 3.8 cutoff,GLO,kilogram,,technosphere,,"silane, at plant, RER",,silicon tetrahydride
"market for sodium hydroxide, without water, in 50% solution state",0.604,ei 3.8 cutoff,GLO,kilogram,,technosphere,,"sodium hydroxide, 50% in H2O, production mix, at plant, RER",,"sodium hydroxide, without water, in 50% solution state"
market for tap water,171,ei 3.8 cutoff,RoW,kilogram,,technosphere,,"tap water, water balance according to MoeK 2013, at user, CN",,tap water
"market for transport, freight, lorry, unspecified",0.274,ei 3.8 cutoff,RER,ton kilometer,,technosphere,,"transport, freight, lorry, fleet average, RER",,"transport, freight, lorry, unspecified"
"market group for electricity, medium voltage",17.7,ei 3.8 cutoff,CN,kilowatt hour,,technosphere,,"electricity, medium voltage, at grid, CN",,"electricity, medium voltage"
"market group for transport, freight train",1.52,ei 3.8 cutoff,RER,ton kilometer,,technosphere,,"transport, freight, rail, RER",,"transport, freight train"
photovoltaic cell factory construction,0.0000004,ei 3.8 cutoff,DE,unit,,technosphere,,"photovoltaic cell factory, DE",,photovoltaic cell factory
refrigerant R134a production,0.0000312,ei 3.8 cutoff,RER,kilogram,,technosphere,,"refrigerant R134a, at plant, RER",,refrigerant R134a
scSi_wafer_CN,1.03,TandemPV,CN,square meter,,technosphere,,"single-Si wafer, photovoltaics, at regional storage, CN",,"Single-Si wafer, photovoltaic, at plant "
"treatment of spent solvent mixture, hazardous waste incineration",-0.172,ei 3.8 cutoff,CH,kilogram,,technosphere,,"disposal, solvents mixture, 16.5% water, to hazardous waste incineration, CH",,spent solvent mixture
"treatment of waste, from silicon wafer production, inorganic, residual material landfill",-2.33,ei 3.8 cutoff,CH,kilogram,,technosphere,,"disposal, waste, Si waferprod., inorg, 9.4% water, to residual material landfill, CH",,"waste, from silicon wafer production, inorganic"
"treatment of wastewater from wafer fabrication, capacity 1.1E10l/year",-0.154,ei 3.8 cutoff,CH,cubic meter,,technosphere,,"treatment, PV cell production effluent, to wastewater treatment, class 3, CH",,wastewater from wafer fabrication
,,,,,,,,,,
Activity,scSi_cell_RER,,,,,,,,,
code,261c0e628e7b4ae3abb8dcb54039ac3d_copy3,,,,,,,,,
comment,"Dataset is based on Table 17 of (Frischknecht et al. 2020). Names for inventory items listed by the original source are provided in the comments. Exact names of ecoinvent dataset for inventory items were not provided in the original source. Datasets from ecoinvent were therefore selected that provide a close as possible match to the name of the listed inventory item. Avoided burdens of electricity and heat from incineration of waste solvent are included in this dataset, using yields in MJ/kg solvent incinerated, which were obtained from the ecoinvent dataset for treatment of spent solvent mixture through hazardous waste incineration in Switzerland.- Frischknecht, R., Stolz, P., Krebs, L., de Wild-Scholten, M., & Sinha, P. (2020). Life Cycle Inventories and Life Cycle Assessments of Photovoltaic Systems. https://iea-pvps.org/wp-content/uploads/2020/12/IEA-PVPS-LCI-report-2020.pdf [Accessed 2022-05-11]",,,,,,,,,
location,RER,,,,,,,,,
reference product,"Silicon PV cell, single-Si, at plant",,,,,,,,,
type,process,,,,,,,,,
unit,square meter,,,,,,,,,
Parameters,scSi_cell_RER_8cf747ea3a06baa6815b28d9bf40f764,,,,,,,,,
name,amount,formula,code,database,,,,,,
scSi_cell_RER_1,1,,261c0e628e7b4ae3abb8dcb54039ac3d_copy3,TandemPV,,,,,,
,,,,,,,,,,
Exchanges,,,,,,,,,,
name,amount,database,location,unit,categories,type,formula,comment,original_amount,reference product
2-Propanol,0.0147,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,
Acetaldehyde,0.000633,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,
Aluminium,0.00000773,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,
Ammonia,0.0000373,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,
"Carbon dioxide, fossil",0.167,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,
Chlorine,0.000046,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,
"Ethane, 1,1,1,2-tetrafluoro-, HFC-134a",0.0000312,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,
"Heat, waste",51.8,biosphere3,,megajoule,air::urban air close to ground,biosphere,,,,
Hydrogen,0.011,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,
Hydrogen fluoride,0.000138,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,
Lead,0.00000773,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,
"NMVOC, non-methane volatile organic compounds, unspecified origin",0.0126,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,
Silicon,3.17E-08,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,
Silicon,0.000333,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,
Silicon,0.00263,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,
Silver,0.00000773,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,
Tin,0.00000773,biosphere3,,kilogram,air::urban air close to ground,biosphere,,,,
Water,0.0171,biosphere3,,cubic meter,air::urban air close to ground,biosphere,17.1 *kg_to_m3,Converted from kg to m3,0,
scSi_cell_RER,1,TandemPV,RER,square meter,,production,,,,"Silicon PV cell, single-Si, at plant"
"heat production, natural gas, at industrial furnace low-NOx >100kW",0.0608,ei 3.8 cutoff,Europe without Switzerland,megajoule,,technosphere,,"natural gas, burned in industrial furnace low-NOx >100kW, RER",,"heat, district or industrial, natural gas"
"lime production, hydrated, packed",0.0151,ei 3.8 cutoff,CH,kilogram,,technosphere,,"lime, hydrated, packed, at plant, CH",,"lime, hydrated, packed"
"market for ammonia, anhydrous, liquid",0.0219,ei 3.8 cutoff,RER,kilogram,,technosphere,,"ammonia, liquid, at regional storehouse, RER",,"ammonia, anhydrous, liquid"
"market for hydrochloric acid, without water, in 30% solution state",0.000629,ei 3.8 cutoff,RER,kilogram,,technosphere,,"hydrochloric acid, 30% in H2O, at plant, RER",,"hydrochloric acid, without water, in 30% solution state"
market for hydrogen fluoride,0.000645,ei 3.8 cutoff,RER,kilogram,,technosphere,,"hydrogen fluoride, at plant, GLO",,hydrogen fluoride
market for isopropanol,0.177,ei 3.8 cutoff,RER,kilogram,,technosphere,,"isopropanol, at plant, RER",,isopropanol
"market for metallization paste, back side",0.00111,ei 3.8 cutoff,RER,kilogram,,technosphere,,"metallization paste, back side, at plant, RER",,"metallization paste, back side"
"market for metallization paste, back side, aluminium",0.0554,ei 3.8 cutoff,RER,kilogram,,technosphere,,"metallization paste, back side, aluminium, at plant, RER",,"metallization paste, back side, aluminium"
"market for metallization paste, front side",0.00337,ei 3.8 cutoff,RER,kilogram,,technosphere,,"metallization paste, front side, at plant, RER",,"metallization paste, front side"
"market for nitrogen, liquid",1.15,ei 3.8 cutoff,RER,kilogram,,technosphere,,"nitrogen, liquid, at plant, RER",,"nitrogen, liquid"
market for phosphorus oxychloride,0.0133,ei 3.8 cutoff,RER,kilogram,,technosphere,,"phosphoryl chloride, at plant, RER",,phosphorus oxychloride
market for silicon tetrahydride,0.00291,ei 3.8 cutoff,GLO,kilogram,,technosphere,,"silane, at plant, RER",,silicon tetrahydride
"market for sodium hydroxide, without water, in 50% solution state",0.604,ei 3.8 cutoff,GLO,kilogram,,technosphere,,"sodium hydroxide, 50% in H2O, production mix, at plant, RER",,"sodium hydroxide, without water, in 50% solution state"
"market for transport, freight, lorry, unspecified",0.274,ei 3.8 cutoff,RER,ton kilometer,,technosphere,,"transport, freight, lorry, fleet average, RER",,"transport, freight, lorry, unspecified"
"market group for electricity, medium voltage",17.7,ei 3.8 cutoff,ENTSO-E,kilowatt hour,,technosphere,,"electricity, medium voltage, production ENTSO, at grid, ENTSO",,"electricity, medium voltage"
market group for tap water,171,ei 3.8 cutoff,RER,kilogram,,technosphere,,"tap water, water balance according to MoeK 2013, at user, RER",,tap water
"market group for transport, freight train",1.52,ei 3.8 cutoff,RER,ton kilometer,,technosphere,,"transport, freight, rail, RER",,"transport, freight train"
photovoltaic cell factory construction,0.0000004,ei 3.8 cutoff,DE,unit,,technosphere,,"photovoltaic cell factory, DE",,photovoltaic cell factory
refrigerant R134a production,0.0000312,ei 3.8 cutoff,RER,kilogram,,technosphere,,"refrigerant R134a, at plant, RER",,refrigerant R134a
scSi_wafer_mix_RER,1.03,TandemPV,RER,square meter,,technosphere,,"single-Si wafer, photovoltaics, at regional storage, RER",,"Single-Si wafer, photovoltaic"
"treatment of spent solvent mixture, hazardous waste incineration",-0.172,ei 3.8 cutoff,CH,kilogram,,technosphere,,"disposal, solvents mixture, 16.5% water, to hazardous waste incineration, CH",,spent solvent mixture
"treatment of waste, from silicon wafer production, inorganic, residual material landfill",-2.33,ei 3.8 cutoff,CH,kilogram,,technosphere,,"disposal, waste, Si waferprod., inorg, 9.4% water, to residual material landfill, CH",,"waste, from silicon wafer production, inorganic"
"treatment of wastewater from wafer fabrication, capacity 1.1E10l/year",-0.154,ei 3.8 cutoff,CH,cubic meter,,technosphere,,"treatment, PV cell production effluent, to wastewater treatment, class 3, CH",,wastewater from wafer fabrication
,,,,,,,,,,
Activity,scSi_cell_mix_RER,,,,,,,,,
code,0f3d1d70d35a4c30b455e1643d663007_copy1,,,,,,,,,
comment,"Dataset is based on Table 18 of (Frischknecht et al. 2020). Names for inventory items listed by the original source are provided in the comments. Exact names of ecoinvent dataset for inventory items were not provided in the original source. Datasets from ecoinvent were therefore selected that provide a close as possible match to the name of the listed inventory item. - Frischknecht, R., Stolz, P., Krebs, L., de Wild-Scholten, M., & Sinha, P. (2020). Life Cycle Inventories and Life Cycle Assessments of Photovoltaic Systems. https://iea-pvps.org/wp-content/uploads/2020/12/IEA-PVPS-LCI-report-2020.pdf [Accessed 2022-05-11]",,,,,,,,,
location,RER,,,,,,,,,
reference product,"Silicon PV cell, single-Si, at plant",,,,,,,,,
type,process,,,,,,,,,
unit,square meter,,,,,,,,,
Exchanges,,,,,,,,,,
name,amount,database,location,unit,type,comment,reference product,,,
scSi_cell_mix_RER,1,TandemPV,RER,square meter,production,,"Silicon PV cell, single-Si, at plant",,,
"market for transport, freight, lorry, unspecified",0.0249,ei 3.8 cutoff,RER,ton kilometer,technosphere,"transport, freight, lorry, fleet average, RER","transport, freight, lorry, unspecified",,,
"market for transport, freight, sea, container ship",6.27,ei 3.8 cutoff,GLO,ton kilometer,technosphere,"transport, transoceanic freight ship, OCE","transport, freight, sea, container ship",,,
"market group for transport, freight train",0.0995,ei 3.8 cutoff,RER,ton kilometer,technosphere,"transport, freight, rail, RER","transport, freight train",,,
scSi_cell_APAC,0.839,TandemPV,APAC,square meter,technosphere,"photovoltaic cell, single-Si, at plant, APAC","Silicon PV cell, single-Si, at plant",,,
scSi_cell_RER,0.161,TandemPV,RER,square meter,technosphere,"photovoltaic cell, single-Si, at plant, RER","Silicon PV cell, single-Si, at plant",,,
,,,,,,,,,,
Activity,scSi_wafer_APAC,,,,,,,,,
code,feb0bc35aa2346be8a8ee65bb0ff3f9b_copy2,,,,,,,,,
comment,"Dataset is based on Table 12 of (Frischknecht et al. 2020). Names for inventory items listed by the original source are provided in the comments. Exact names of ecoinvent dataset for inventory items were not provided in the original source. Datasets from ecoinvent were therefore selected that provide a close as possible match to the name of the listed inventory item. - Frischknecht, R., Stolz, P., Krebs, L., de Wild-Scholten, M., & Sinha, P. (2020). Life Cycle Inventories and Life Cycle Assessments of Photovoltaic Systems. https://iea-pvps.org/wp-content/uploads/2020/12/IEA-PVPS-LCI-report-2020.pdf [Accessed 2022-05-11]",,,,,,,,,
location,APAC,,,,,,,,,
reference product,"Single-Si wafer, photovoltaic, at plant ",,,,,,,,,
type,process,,,,,,,,,
unit,square meter,,,,,,,,,
Parameters,scSi_wafer_APAC_8ab77e959bea91ae2f0977e691998d52,,,,,,,,,
name,amount,formula,code,database,,,,,,
scSi_wafer_APAC_1,1,,feb0bc35aa2346be8a8ee65bb0ff3f9b_copy2,TandemPV,,,,,,
,,,,,,,,,,
Exchanges,,,,,,,,,,
name,amount,database,location,unit,categories,type,formula,comment,original_amount,reference product
"BOD5, Biological Oxygen Demand",0.0295,biosphere3,,kilogram,water::surface water,biosphere,,,,
"COD, Chemical Oxygen Demand",0.0295,biosphere3,,kilogram,water::surface water,biosphere,,,,
"COD, Chemical Oxygen Demand",0.0111,biosphere3,,kilogram,water::surface water,biosphere,,,,
"Heat, waste",17.1,biosphere3,,megajoule,air,biosphere,,,,
"TOC, Total Organic Carbon",0.0111,biosphere3,,kilogram,water::surface water,biosphere,,,,
Water,0.00556,biosphere3,,cubic meter,air,biosphere,5.56 * kg_to_m3,Converted from kg to m3,0,
scSi_wafer_APAC,1,TandemPV,APAC,square meter,,production,,,,"Single-Si wafer, photovoltaic, at plant "
"alkylbenzene sulfonate production, linear, petrochemical",0.24,ei 3.8 cutoff,RER,kilogram,,technosphere,,"alkylbenzene sulfonate, linear, petrochemical, at plant, RER",,"alkylbenzene sulfonate, linear, petrochemical"
"heat production, natural gas, at industrial furnace low-NOx >100kW",4,ei 3.8 cutoff,Europe without Switzerland,megajoule,,technosphere,,"natural gas, burned in industrial furnace low-NOx >100kW, RER",,"heat, district or industrial, natural gas"
"market for acetic acid, without water, in 98% solution state",0.039,ei 3.8 cutoff,GLO,kilogram,,technosphere,,"acetic acid, 98% in H2O, at plant, RER",,"acetic acid, without water, in 98% solution state"
"market for acrylic binder, without water, in 34% solution state",0.002,ei 3.8 cutoff,RER,kilogram,,technosphere,,"acrylic binder, 34% in H2O, at plant, RER",,"acrylic binder, without water, in 34% solution state"
market for brass,0.00744,ei 3.8 cutoff,CH,kilogram,,technosphere,,"brass, at plant, CH",,brass
market for dipropylene glycol monomethyl ether,0.3,ei 3.8 cutoff,RER,kilogram,,technosphere,,"dipropylene glycol monomethyl ether, at plant, RER",,dipropylene glycol monomethyl ether
"market for electricity, medium voltage",4.76,ei 3.8 cutoff,KR,kilowatt hour,,technosphere,,"electricity, medium voltage, at grid, KR",,"electricity, medium voltage"
"market for flat glass, uncoated",0.00999,ei 3.8 cutoff,RER,kilogram,,technosphere,,"flat glass, uncoated, at plant, RER",,"flat glass, uncoated"
"market for hydrochloric acid, without water, in 30% solution state",0.0027,ei 3.8 cutoff,RER,kilogram,,technosphere,,"hydrochloric acid, 30% in H2O, at plant, RER",,"hydrochloric acid, without water, in 30% solution state"
"market for sodium hydroxide, without water, in 50% solution state",0.015,ei 3.8 cutoff,GLO,kilogram,,technosphere,,"sodium hydroxide, 50% in H2O, production mix, at plant, RER",,"sodium hydroxide, without water, in 50% solution state"
"market for steel, chromium steel 18/8",0.00151,ei 3.8 cutoff,GLO,kilogram,,technosphere,,"chromium steel 18/8, at plant, RER",,"steel, chromium steel 18/8"
"market for transport, freight, lorry, unspecified",0.236,ei 3.8 cutoff,RER,ton kilometer,,technosphere,,"transport, freight, lorry, fleet average, RER",,"transport, freight, lorry, unspecified"
"market for water, deionised",55.6,ei 3.8 cutoff,RoW,kilogram,,technosphere,,"water, deionised, water balance according to MoeK 2013, at plant, KR",,"water, deionised"
"market group for transport, freight train",1.25,ei 3.8 cutoff,RER,ton kilometer,,technosphere,,"transport, freight, rail, RER",,"transport, freight train"
scSi_APAC,0.595,TandemPV,APAC,kilogram,,technosphere,,"CZ single crystalline silicon, photovoltaics, at plant, APAC",,"CZ single crystalline silicon, photovoltaics, at plant"
"treatment of waste, from silicon wafer production, underground deposit",-0.11,ei 3.8 cutoff,DE,kilogram,,technosphere,,"disposal, waste, silicon wafer production, 0% water, to underground deposit, DE",,"waste, from silicon wafer production"
"treatment of wastewater, average, capacity 1.1E10l/year",-0.05,ei 3.8 cutoff,CH,cubic meter,,technosphere,,"treatment, sewage, to wastewater treatment, class 2, CH",,"wastewater, average"
wafer factory construction,0.000004,ei 3.8 cutoff,DE,unit,,technosphere,,"wafer factory, DE",,wafer factory
"wire drawing, steel",0.00895,ei 3.8 cutoff,RER,kilogram,,technosphere,,"wire drawing, steel, RER",,"wire drawing, steel"
,,,,,,,,,,
Activity,scSi_wafer_CN,,,,,,,,,
code,feb0bc35aa2346be8a8ee65bb0ff3f9b_copy1,,,,,,,,,
comment,"Dataset is based on Table 12 of (Frischknecht et al. 2020). Names for inventory items listed by the original source are provided in the comments. Exact names of ecoinvent dataset for inventory items were not provided in the original source. Datasets from ecoinvent were therefore selected that provide a close as possible match to the name of the listed inventory item. - Frischknecht, R., Stolz, P., Krebs, L., de Wild-Scholten, M., & Sinha, P. (2020). Life Cycle Inventories and Life Cycle Assessments of Photovoltaic Systems. https://iea-pvps.org/wp-content/uploads/2020/12/IEA-PVPS-LCI-report-2020.pdf [Accessed 2022-05-11]",,,,,,,,,
location,CN,,,,,,,,,
reference product,"Single-Si wafer, photovoltaic, at plant ",,,,,,,,,
type,process,,,,,,,,,
unit,square meter,,,,,,,,,
Parameters,scSi_wafer_CN_c6b705b478ab7c45029d24a503a955da,,,,,,,,,
name,amount,formula,code,database,,,,,,
scSi_wafer_CN_1,1,,feb0bc35aa2346be8a8ee65bb0ff3f9b_copy1,TandemPV,,,,,,
,,,,,,,,,,
Exchanges,,,,,,,,,,
name,amount,database,location,unit,categories,type,formula,comment,original_amount,reference product
"BOD5, Biological Oxygen Demand",0.0295,biosphere3,,kilogram,water::surface water,biosphere,,,,
"COD, Chemical Oxygen Demand",0.0295,biosphere3,,kilogram,water::surface water,biosphere,,,,
"COD, Chemical Oxygen Demand",0.0111,biosphere3,,kilogram,water::surface water,biosphere,,,,
"Heat, waste",17.1,biosphere3,,megajoule,air,biosphere,,,,
"TOC, Total Organic Carbon",0.0111,biosphere3,,kilogram,water::surface water,biosphere,,,,
Water,0.00556,biosphere3,,cubic meter,air,biosphere,5.56 * kg_to_m3,Converted from kg to m3,0,
scSi_wafer_CN,1,TandemPV,CN,square meter,,production,,,,"Single-Si wafer, photovoltaic, at plant "
"alkylbenzene sulfonate production, linear, petrochemical",0.24,ei 3.8 cutoff,RER,kilogram,,technosphere,,"alkylbenzene sulfonate, linear, petrochemical, at plant, RER",,"alkylbenzene sulfonate, linear, petrochemical"
"heat production, natural gas, at industrial furnace low-NOx >100kW",4,ei 3.8 cutoff,Europe without Switzerland,megajoule,,technosphere,,"natural gas, burned in industrial furnace low-NOx >100kW, RER",,"heat, district or industrial, natural gas"
"market for acetic acid, without water, in 98% solution state",0.039,ei 3.8 cutoff,GLO,kilogram,,technosphere,,"acetic acid, 98% in H2O, at plant, RER",,"acetic acid, without water, in 98% solution state"
"market for acrylic binder, without water, in 34% solution state",0.002,ei 3.8 cutoff,RER,kilogram,,technosphere,,"acrylic binder, 34% in H2O, at plant, RER",,"acrylic binder, without water, in 34% solution state"
